session_id,age,sex,gender,race,citizenship,lab_or_online,us_or_international,exprace,expgender,exprunafter,compensation,recruitment,separatedornot,ethnicity,nativelang,major,location,sample,sunkgroup,sunkDV,gambfalgroup,gambfalDV,reciprocitygroup,reciprocityus,allowedforbiddenGroup,allowedforbidden,quoteGroup,quote,flagfilter,flagdv,gainlossgroup,anch1group,anch2group,anch3group,anch4group,scalesgroup,flagGroup,MoneyGroup,ContactGroup,gainlossDV,Imagineddv,anchoring1,anchoring2,anchoring3,anchoring4,Sysjust,IATexpart,IATexpmath,IATexp.overall,totexpmissed,scalesorder,reciprocorder,diseaseforder,quoteorder,flagprimorder,sunkcostorder,anchorinorder,allowedforder,gamblerforder,moneypriorder,imaginedorder,iatorder,sysjust1,sysjust2,sysjust3,sysjust4,sysjust5,sysjust6,sysjust7,sysjust8,flagdv1,flagdv2,flagdv3,flagdv4,flagdv5,flagdv6,flagdv7,flagdv8
543,22,f,2,6,US,1,0,,,,,,,2,english,10,mturk,15,1,9,three-six,1.4142135623730951,askedsecond,1,allowed,1,1,8,1,2,0,low,low,low,low,0,control,control,control,2,7.25,2e3,2e6,15700,35e3,3.125,6.833333333333333,4.5,5.166666666666667,0,2,3,11,4,1,5,6,9,7,10,8,12,3,3,3,5,4,1,5,1,1,1,1,1,3,2,6,1
543,37,m,3,6,US,1,0,,,,,,,2,english,12,mturk,15,1,6,two-six,2.23606797749979,askedsecond,1,forbidden,0,0,5,1,2.875,0,low,high,high,low,0,flag-prime,control,control,1,5.75,3200,6e5,37e3,215,3,7,3.6666666666666665,5.666666666666667,0,7,9,8,3,10,1,11,5,2,4,6,12,4,2,2,2,4,4,3,3,6,2,1,1,3,4,5,1
543,28,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,7,three-six,3,askedsecond,1,forbidden,0,1,5,1,2.5,0,high,low,high,high,0,flag-prime,money-prime,control,2,7.5,3e3,NA,4e3,2e4,3.375,4.666666666666667,4.666666666666667,4,0,8,9,3,10,6,1,11,7,2,4,5,12,2,2,6,6,2,2,5,2,2,2,2,2,3,2,4,3
543,20,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,7,three-six,1,askedfirst,0,allowed,0,1,9,1,5.125,1,low,low,high,low,0,control,control,control,1,3,1550,275e3,4e4,150,2.75,5.666666666666667,6.333333333333333,3.6666666666666665,0,10,1,4,7,2,3,11,6,5,9,8,12,1,1,4,4,4,1,3,4,4,7,3,7,4,7,5,4
543,23,m,3,6,US,1,0,,,,,,,2,english,8,mturk,15,1,9,three-six,2.6457513110645907,askedfirst,1,allowed,1,0,8,1,3.875,0,low,low,high,low,1,flag-prime,money-prime,contact,2,6.5,4200,25e5,36780,7e3,3.5,6,4.5,4.75,0,7,6,10,11,5,1,8,9,3,2,4,12,4,2,4,5,3,3,3,4,4,3,4,2,5,6,4,3
543,32,f,2,5,US,1,0,,,,,,,2,english,NA,mturk,15,1,1,two-six,1,askedfirst,0,forbidden,0,1,3,1,5.285714285714286,0,low,low,low,low,1,control,control,control,1,5,3250,15e5,5e3,5e3,2.25,3.5,6.333333333333333,2.5833333333333335,0,6,11,10,5,8,4,1,3,9,7,2,12,3,2,2,4,2,2,1,2,2,7,1,7,6,7,NA,7
543,58,f,2,6,US,1,0,,,,,,,2,english,13,mturk,15,0,9,three-six,1,askedsecond,1,forbidden,0,0,4,1,2.75,1,low,high,high,low,1,flag-prime,control,control,1,1,5e3,25e5,25e3,150,4.5,6,2.6,5.7272727272727275,1,6,1,2,10,8,7,4,11,9,5,3,12,5,2,4,6,5,5,4,5,2,1,3,2,5,2,5,2
543,30,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,9,three-six,5.196152422706632,askedfirst,1,allowed,0,0,7,1,4.125,0,low,low,high,high,1,flag-prime,money-prime,contact,2,4.75,3600,319e3,45499,39e3,2.5,6.5,6.166666666666667,4.166666666666667,0,9,7,3,8,1,10,11,4,2,6,5,12,2,1,1,6,5,2,2,1,5,6,4,3,5,3,2,5
543,20,f,2,8,US,1,0,,,,,,,2,english,13,mturk,15,0,9,three-six,2.449489742783178,askedsecond,1,allowed,1,1,9,1,2.75,0,high,low,high,high,1,control,money-prime,control,1,9,4e3,NA,4e4,49e3,4.714285714285714,7,3,6,0,5,10,3,1,4,2,8,7,11,6,9,12,4,2,NA,7,7,4,4,5,1,1,1,1,3,7,7,1
543,41,m,3,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,7,two-six,2,askedsecond,1,allowed,1,0,8,1,2.25,1,high,low,low,high,1,flag-prime,money-prime,contact,1,3.5,2500,4e6,3100,25e3,3.125,6.666666666666667,5.833333333333333,4.416666666666667,0,7,4,10,2,9,6,11,8,3,5,1,12,4,3,3,2,3,3,3,4,2,1,2,1,3,4,4,1
543,22,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,9,two-six,10,askedsecond,1,allowed,1,0,3,1,4.125,0,low,high,low,low,0,control,money-prime,contact,1,3.75,2e3,2e6,4500,450,2.25,5.5,3.1666666666666665,5.166666666666667,0,1,11,8,7,10,2,9,4,3,6,5,12,1,1,1,6,2,5,1,1,5,7,1,1,5,7,1,6
543,38,m,NA,6,US,1,0,,,,,,,2,english,9,mturk,15,0,7,two-six,1.7320508075688772,askedfirst,1,allowed,1,1,7,1,6,0,high,low,low,low,0,control,control,control,2,1,4e3,6e5,NA,1e3,5.625,6.666666666666667,5,4.833333333333333,0,9,8,7,4,3,11,5,2,6,1,10,12,7,3,7,7,4,7,3,7,7,3,7,7,7,7,7,3
543,52,f,2,7,US,1,0,,,,,,,2,english,NA,mturk,15,0,3,two-six,1.7320508075688772,askedsecond,1,allowed,1,1,7,1,4.625,1,high,high,low,low,1,control,money-prime,contact,1,2,3e3,3e6,5e3,200,2.75,6.666666666666667,6.833333333333333,3.9166666666666665,0,1,7,5,8,3,10,4,9,11,6,2,12,3,1,1,6,3,3,2,3,5,3,2,7,3,6,6,5
543,25,f,2,6,US,1,0,,,,,,,2,english,12,mturk,15,0,9,two-six,2,askedfirst,1,allowed,1,1,5,1,2.5,0,low,low,high,high,0,flag-prime,money-prime,contact,2,8,3e3,5e5,3e4,2e4,4.25,7,3.8333333333333335,5.583333333333333,0,10,7,4,2,3,5,9,11,1,8,6,12,3,5,5,5,4,5,4,3,1,1,4,1,4,1,4,4
544,21,m,NA,6,US,1,0,,,,,,,3,english,3,mturk,15,1,6,two-six,8.660254037844387,askedfirst,0,forbidden,0,0,3,1,2.75,0,low,high,low,low,0,control,money-prime,contact,1,6.25,NA,2e6,5e3,400,4.142857142857143,6.166666666666667,5.5,4.333333333333333,0,10,4,2,6,8,11,7,5,1,3,9,12,3,2,4,4,4,NA,5,7,4,3,2,2,3,2,5,1
544,32,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,5,three-six,1.4142135623730951,askedfirst,0,allowed,1,1,7,1,2.875,0,low,low,high,low,1,control,control,contact,2,5.25,2700,NA,32e3,NA,2.857142857142857,6.5,6.5,4,0,7,9,11,4,1,8,3,5,2,6,10,12,2,2,3,4,3,3,3,NA,2,1,2,2,4,6,3,3
544,59,f,2,5,US,1,0,,,,,,,2,english,13,mturk,15,1,5,two-six,1.4142135623730951,askedsecond,1,allowed,0,1,9,1,3.875,1,high,high,low,low,0,flag-prime,control,contact,2,4,4900,435e4,28e3,175,2.875,6.833333333333333,5.333333333333333,4.75,0,2,4,3,10,9,1,7,8,11,5,6,12,3,4,6,1,3,1,4,1,3,3,6,7,3,1,6,2
544,73,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,9,two-six,3.1622776601683795,askedsecond,1,allowed,1,1,6,1,1.4285714285714286,0,low,high,low,low,0,control,money-prime,control,1,4.5,3e3,2e6,5e3,1e3,4.375,7,5.166666666666667,4.916666666666667,0,7,6,8,9,10,4,1,11,3,2,5,12,5,5,4,6,5,3,4,3,1,1,4,1,1,1,NA,1
544,33,m,3,2,US,1,0,,,,,,,3,english,4,mturk,15,0,7,three-six,10,askedsecond,1,allowed,1,1,3,1,3.125,0,high,high,high,high,1,flag-prime,control,contact,2,5.25,2e3,3e6,2e4,1e4,4.75,6.666666666666667,6.166666666666667,4.25,0,8,11,3,2,6,7,4,1,10,5,9,12,5,4,5,5,5,5,4,5,3,3,4,2,3,3,5,2
544,23,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,8,three-six,3.1622776601683795,askedsecond,1,forbidden,0,1,4,1,2.375,0,low,low,low,low,1,control,money-prime,control,2,3.75,NA,3e5,1e4,2e3,4.25,3,6.5,2.25,0,1,2,5,8,10,7,9,11,6,4,3,12,5,3,3,5,4,6,3,5,2,2,3,1,3,1,6,1
544,29,m,3,2,US,1,0,,,,,,,2,english,NA,mturk,15,0,5,three-six,2.23606797749979,askedfirst,0,allowed,1,0,6,1,4.75,0,high,high,high,high,0,control,money-prime,control,2,4.75,4e3,4e6,4e4,4e4,5.375,6.166666666666667,4.833333333333333,4.666666666666667,0,1,3,2,9,5,8,4,10,6,7,11,12,5,6,6,6,6,6,3,5,3,7,5,5,5,5,6,2
544,24,f,NA,5,US,1,0,,,,,,,2,english,3,mturk,15,0,7,two-six,1.7320508075688772,askedfirst,0,forbidden,0,1,3,1,3.875,1,low,high,low,high,0,control,control,contact,1,6,NA,45e5,NA,35e3,4.428571428571429,4.166666666666667,2.5,4.833333333333333,0,11,4,8,6,3,1,5,10,7,2,9,12,4,5,NA,4,4,4,5,5,3,3,4,3,5,4,5,4
544,25,m,3,6,US,1,0,,,,,,,2,english,4,mturk,15,1,9,three-six,24.49489742783178,askedsecond,1,forbidden,0,0,2,1,2,1,high,low,high,high,0,control,money-prime,control,1,4,4e3,1e6,32e3,3e4,3.25,3.6666666666666665,4.5,3.5833333333333335,0,2,11,5,4,10,9,8,6,7,3,1,12,3,1,4,5,3,2,5,3,4,1,1,1,3,1,4,1
544,29,f,2,5,US,1,0,,,,,,,3,english,NA,mturk,15,1,8,two-six,2.23606797749979,askedfirst,0,allowed,1,0,5,1,2.875,0,low,low,high,high,0,flag-prime,money-prime,control,2,2.5,3e3,4e6,4e4,35e3,3.375,7,3,5.909090909090909,1,7,9,8,4,2,5,6,10,3,1,11,12,3,3,3,5,5,3,2,3,2,2,2,3,4,3,1,6
544,20,m,3,6,US,1,0,,,,,,,1,english,1,mturk,15,0,8,three-six,10.392304845413264,askedsecond,1,forbidden,0,0,7,1,2.625,1,low,low,low,low,1,flag-prime,control,control,1,3,2e3,1e6,6e3,1e3,5.625,4.333333333333333,5.833333333333333,3.25,0,10,7,9,11,3,1,6,8,4,2,5,12,5,5,6,6,6,6,6,5,2,2,1,1,3,4,7,1
544,28,m,3,6,US,1,0,,,,,,,2,english,7,mturk,15,0,9,three-six,1.4142135623730951,askedsecond,1,forbidden,0,0,4,1,5.25,1,high,low,high,low,0,flag-prime,control,contact,2,5.5,4200,2e6,4e4,NA,4.25,5,2.6,5.181818181818182,1,11,6,7,9,10,4,1,8,3,2,5,12,5,3,3,6,6,5,3,3,5,6,1,6,4,7,7,6
544,27,m,3,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,9,three-six,3.1622776601683795,askedfirst,1,forbidden,0,0,1,1,4.625,1,high,low,low,low,0,control,money-prime,contact,1,7.5,3500,2e6,2500,200,5.125,7,5.333333333333333,4.833333333333333,0,6,9,1,8,11,3,7,5,4,10,2,12,4,4,4,7,3,7,6,6,6,7,1,1,7,7,6,2
544,27,f,2,5,US,1,0,,,,,,,2,english,6,mturk,15,0,7,two-six,3.1622776601683795,askedfirst,0,forbidden,0,1,4,1,3.625,0,low,low,low,high,0,flag-prime,money-prime,control,1,4.75,NA,202e3,3500,4e4,2.7142857142857144,6.333333333333333,7,3.6666666666666665,0,3,9,7,11,2,1,10,8,5,4,6,12,3,3,2,3,3,NA,3,2,2,4,3,4,3,2,7,4
544,28,m,3,2,US,1,0,,,,,,,2,english,NA,mturk,15,0,9,two-six,2.23606797749979,askedfirst,0,allowed,1,1,7,1,4,0,low,low,low,low,0,flag-prime,money-prime,contact,2,3.75,3e3,2e6,6700,5e3,2.875,5.5,3.6666666666666665,4.916666666666667,0,10,4,3,1,6,2,9,7,8,11,5,12,3,1,3,7,3,1,3,2,2,5,3,5,6,7,2,2
544,22,m,3,6,US,1,0,,,,,,,3,english,5,mturk,15,1,9,three-six,10,askedfirst,1,forbidden,0,1,4,1,2.75,0,high,low,low,high,1,control,control,control,2,5,4800,1e6,28e3,25e3,3.125,5.166666666666667,4.666666666666667,4.25,0,3,11,8,4,7,6,10,9,1,2,5,12,3,2,3,3,5,2,4,3,3,1,2,1,5,6,3,1
544,21,f,2,8,US,1,0,,,,,,,1,english,12,mturk,15,0,9,three-six,7.0710678118654755,askedsecond,1,forbidden,0,0,1,1,1.25,0,high,high,high,high,1,flag-prime,money-prime,control,2,9,2400,15e5,25e3,25500,3,7,3,6,0,1,10,8,11,9,5,7,3,2,4,6,12,2,1,3,7,5,1,2,3,1,1,1,1,2,1,2,1
544,35,f,2,5,US,1,0,,,,,,,2,NA,NA,mturk,15,0,9,three-six,1,askedsecond,1,forbidden,0,0,5,1,1.25,1,high,high,high,low,1,control,money-prime,contact,1,4.75,5500,45e5,4e4,110,2.375,7,3,6,0,4,9,7,8,10,2,3,1,11,5,6,12,1,1,1,7,3,1,4,1,1,1,1,1,1,1,1,3
544,21,m,3,6,US,1,0,,,,,,,2,english,4,mturk,15,1,6,three-six,4.47213595499958,askedfirst,1,forbidden,0,0,5,1,2.75,1,high,low,high,high,0,control,control,control,2,5,3700,NA,33e3,2e4,4.5,6.833333333333333,5.5,4.666666666666667,0,9,6,8,1,3,2,4,10,11,7,5,12,5,4,4,4,5,5,4,5,2,3,2,1,4,4,3,3
544,28,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,9,two-six,2.23606797749979,askedfirst,0,forbidden,0,1,3,1,3.625,0,high,high,low,high,1,control,money-prime,contact,2,3.75,4e3,3e6,1e4,2e4,3.75,6.666666666666667,2.8333333333333335,5.916666666666667,0,5,9,7,10,3,1,2,4,11,8,6,12,4,3,3,6,5,3,2,4,3,2,3,3,4,4,7,3
544,55,m,3,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,7,three-six,7.0710678118654755,askedsecond,1,allowed,1,0,4,1,1.125,0,high,high,low,low,1,control,control,contact,2,5.25,2500,3e6,32e3,150,2.125,7,4,5.5,0,4,8,7,1,3,9,10,6,5,11,2,12,2,1,1,2,2,2,4,3,1,1,1,1,2,1,1,1
544,35,m,3,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,6,two-six,1.7320508075688772,askedfirst,1,allowed,1,0,8,1,3.25,0,high,high,low,low,0,control,control,contact,1,6,5e3,3e5,16e3,3600,2.875,5.666666666666667,5,4.333333333333333,0,10,4,5,6,1,2,9,3,8,7,11,12,2,2,3,3,5,2,2,4,3,2,2,1,7,3,5,3
544,22,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,8,two-six,2.23606797749979,askedsecond,0,forbidden,0,0,4,1,1.375,0,low,low,low,low,0,control,control,control,2,6.25,1700,7e5,1e4,5e3,2.375,6.166666666666667,6.166666666666667,4,0,9,10,11,2,3,6,7,5,4,1,8,12,2,1,2,5,2,1,4,2,1,1,2,1,2,2,1,1
544,28,f,2,8,US,1,0,,,,,,,3,english,2,mturk,15,0,9,two-six,3.1622776601683795,askedfirst,0,forbidden,0,0,7,1,6.125,1,high,low,high,low,1,control,money-prime,contact,2,5.5,3e3,NA,4e4,NA,3.125,6.333333333333333,5.5,4.416666666666667,0,7,9,10,2,4,1,3,6,5,11,8,12,4,3,5,1,1,5,4,2,5,7,5,7,5,6,7,7
544,31,f,2,6,US,1,0,,,,,,,2,english,5,mturk,15,0,9,three-six,2.23606797749979,askedfirst,0,forbidden,1,1,2,1,5,0,low,low,low,low,0,control,money-prime,control,2,2.25,2e3,5e5,5e3,800,4.857142857142857,6.4,4,5.090909090909091,1,3,6,4,11,2,7,1,10,9,8,5,12,5,4,NA,7,6,4,4,4,4,6,5,7,4,4,6,4
544,49,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,1,two-six,1,askedsecond,1,forbidden,0,0,7,1,3,1,low,high,high,low,0,flag-prime,control,control,2,5,3100,35e5,14e3,1200,5.25,7,5.166666666666667,4.916666666666667,0,4,2,6,3,1,9,11,5,7,10,8,12,5,5,6,6,5,5,6,4,2,1,5,1,4,3,7,1
544,20,f,2,6,US,1,0,,,,,,,3,english,NA,mturk,15,0,8,three-six,1.4142135623730951,askedsecond,1,forbidden,0,1,4,1,2.75,0,high,high,low,high,1,control,money-prime,control,2,4,4e3,1e6,5e3,2e4,3.25,5.833333333333333,3.1666666666666665,5.333333333333333,0,11,9,2,3,10,7,4,5,6,1,8,12,3,3,2,5,4,3,3,3,2,1,1,1,3,5,7,2
544,18,m,3,6,US,1,0,,,,,,,2,english,4,mturk,15,0,5,three-six,4.47213595499958,askedsecond,1,allowed,1,0,5,1,4,0,low,low,low,low,0,flag-prime,money-prime,contact,1,4.75,1900,4e5,5e3,1e4,4,4,4,4,0,8,6,10,7,11,9,1,2,5,3,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
545,28,m,3,5,US,1,0,,,,,,,NA,english,NA,mturk,15,0,7,three-six,3.872983346207417,askedsecond,1,allowed,0,0,5,1,3.875,0,high,low,high,low,0,control,money-prime,control,2,5.75,4500,475e3,43e3,250,5,6.333333333333333,5.5,4.416666666666667,0,1,11,3,8,2,6,4,9,7,5,10,12,6,5,6,5,5,4,4,5,1,5,7,5,1,4,4,4
545,26,m,3,6,US,1,0,,,,,,,2,english,10,mturk,15,1,7,three-six,1.7320508075688772,askedfirst,1,forbidden,0,0,1,1,2.25,1,high,low,low,high,1,flag-prime,control,control,1,5,3e3,2e6,4e3,25e3,1.5,6.333333333333333,3.6666666666666665,5.333333333333333,0,5,4,7,1,10,6,11,3,2,9,8,12,1,3,1,2,1,1,1,2,1,1,2,1,5,6,1,1
545,19,f,NA,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,9,two-six,1.7320508075688772,askedsecond,1,allowed,0,1,6,1,4.75,1,low,low,low,high,1,flag-prime,money-prime,control,1,3,NA,425e3,3200,15e3,3.875,7,2.1666666666666665,6.416666666666667,0,7,6,4,9,11,2,3,8,10,5,1,12,4,4,4,5,4,3,5,2,2,7,6,7,5,3,2,6
545,38,m,NA,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,7,three-six,3.1622776601683795,askedsecond,1,allowed,1,1,3,1,4.75,1,low,high,high,low,1,control,money-prime,control,2,3.25,2e3,45e5,39e3,150,3.25,5.833333333333333,5.5,4.166666666666667,0,2,11,3,10,6,8,5,9,1,4,7,12,4,2,3,5,3,3,2,4,6,2,4,6,5,6,6,3
545,51,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,7,two-six,2,askedfirst,1,allowed,0,0,5,1,3.125,1,high,high,low,low,1,control,control,contact,1,4,3295,3850765,16450,197,2.875,5.666666666666667,5.666666666666667,4,0,10,9,7,1,6,2,11,4,5,8,3,12,3,2,3,5,3,2,3,2,4,2,4,2,3,4,2,4
545,60,f,2,6,US,1,0,,,,,,,2,english,4,mturk,15,0,9,three-six,14.66287829861518,askedsecond,1,allowed,1,0,7,1,2.125,0,high,low,low,low,1,control,money-prime,contact,2,4,4200,35e5,28e3,1e4,2.375,6,6.5,3.75,0,7,8,1,9,4,10,11,5,3,2,6,12,3,2,3,3,4,1,1,2,3,1,1,1,2,2,5,2
545,26,m,3,5,US,1,0,,,,,,,2,english,13,mturk,15,0,8,three-six,1.4142135623730951,askedfirst,1,allowed,1,1,8,1,4.125,0,high,low,low,high,1,control,money-prime,contact,1,2.75,3850,65e4,NA,12e3,4.5,5.666666666666667,3.5,5.083333333333333,0,11,1,4,3,2,8,10,9,5,6,7,12,5,2,4,5,4,7,4,5,3,2,4,7,3,6,5,3
545,36,m,3,2,US,1,0,,,,,,,2,english,NA,mturk,15,0,9,two-six,1.4142135623730951,askedsecond,1,forbidden,0,0,4,1,2.25,1,low,low,high,low,1,flag-prime,control,control,1,2,3e3,2e6,4e4,200,1.75,4.5,4.666666666666667,3.9166666666666665,0,10,7,1,11,8,9,5,4,3,6,2,12,4,1,1,1,1,4,1,1,2,1,1,1,4,1,7,1
545,37,m,3,6,BY,1,0,,,,,,,2,other,NA,mturk,15,1,1,three-six,NA,askedsecond,1,allowed,1,1,8,1,3.75,1,low,high,low,high,1,control,money-prime,control,1,3.5,NA,4e6,26500,25e3,4.5,6.5,7,3.75,0,11,4,9,2,7,6,8,10,3,1,5,12,5,5,5,4,3,5,4,5,1,2,5,3,4,5,6,4
545,42,m,3,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,8,three-six,2.23606797749979,askedsecond,1,forbidden,0,0,3,1,2.625,0,low,low,high,low,1,flag-prime,money-prime,contact,2,5.75,NA,6e5,2500,150,3,5.666666666666667,5,4.333333333333333,0,1,8,10,2,3,9,4,11,6,5,7,12,3,3,3,3,3,2,4,3,2,3,1,4,4,2,3,2
545,23,m,3,6,US,1,0,,,,,,,2,english,11,mturk,15,1,8,two-six,5,askedsecond,1,allowed,1,0,5,1,3.625,1,low,high,low,high,1,flag-prime,money-prime,contact,2,2,3e3,1e6,3e4,300,3.5,5,3.3333333333333335,4.833333333333333,0,7,10,8,3,1,4,11,2,9,5,6,12,3,3,4,5,3,4,3,3,5,1,4,1,4,7,5,2
545,21,f,2,2,US,1,0,,,,,,,2,english,10,mturk,15,1,9,three-six,3.1622776601683795,askedsecond,1,forbidden,0,1,5,1,2.625,0,low,high,high,high,0,flag-prime,money-prime,contact,2,4.25,NA,27e5,36e3,26e3,4.5,4.666666666666667,4.5,4.083333333333333,0,7,1,5,2,9,3,4,8,6,10,11,12,4,5,6,3,5,3,5,5,3,1,1,3,3,2,6,2
546,49,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,9,two-six,5,askedfirst,1,forbidden,0,1,9,1,5.375,1,high,high,high,high,0,control,money-prime,control,2,4,3500,35e5,35e3,35e3,6.125,6.666666666666667,4.333333333333333,5.166666666666667,0,5,11,1,7,6,8,10,9,2,4,3,12,6,6,6,7,6,7,7,4,4,6,6,5,5,7,5,5
546,45,f,2,6,US,1,0,,,,,,,2,english,NA,mturk,15,1,8,three-six,10,askedfirst,0,forbidden,0,1,6,1,3.375,1,high,high,low,low,0,flag-prime,control,contact,2,2.5,4500,3e6,4e3,1200,3.25,5.666666666666667,2.5,5.583333333333333,0,11,1,2,3,10,5,8,7,6,9,4,12,3,4,4,5,1,3,3,3,4,2,2,2,4,6,6,1
546,32,m,3,6,US,1,0,,,,,,,2,english,NA,mturk,15,0,9,two-six,1.7320508075688772,askedfirst,1,forbidden,0,1,7,1,2.75,1,high,low,high,high,1,flag-prime,money-prime,contact,2,3,3600,12e5,36e3,35e3,2.375,5,5.833333333333333,3.5833333333333335,0,10,3,4,2,5,6,7,11,1,8,9,12,3,3,3,2,3,1,3,1,2,1,2,1,5,5,5,1
546,29,m,3,6,US,1,0,,,,,,,2,english,12,mturk,15,1,7,two-six,1.7320508075688772,askedfirst,1,allowed,1,1,9,1,3.375,1,low,low,low,low,0,flag-prime,control,contact,1,7,2500,2e6,NA,2e3,4.125,6.5,4.166666666666667,5.166666666666667,0,11,4,8,7,5,6,10,3,9,2,1,12,5,5,2,7,3,4,2,5,1,1,3,1,6,7,7,1
547,22,f,2,2,CN,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,2,other,2,osu,16,1,9,two-six,4.242640687119285,askedfirst,0,allowed,1,1,9,1,3.25,0,high,low,high,high,0,flag-prime,control,contact,2,4,2e3,NA,5e3,3e3,3.625,7,5.166666666666667,4.916666666666667,0,8,5,3,1,9,2,7,4,11,10,6,12,4,5,2,3,3,2,3,7,4,3,4,1,3,1,7,3
547,21,f,2,2,CN,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,2,other,8,osu,16,1,9,two-six,2.23606797749979,askedsecond,1,allowed,1,0,4,1,3.125,0,high,high,low,low,0,flag-prime,control,control,1,2,5600,45e5,3500,145,4.375,5.833333333333333,2,5.916666666666667,0,2,11,4,6,9,7,1,3,5,10,8,12,4,4,4,5,5,5,4,4,4,3,2,1,4,3,4,4
547,20,f,2,6,US,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,2,english,13,osu,16,1,4,three-six,1.4142135623730951,askedfirst,0,allowed,0,1,5,1,3.25,1,high,high,low,high,0,control,control,contact,1,1,5e3,3e6,1e4,2500,4.5,7,3.5,5.75,0,7,11,6,8,3,5,1,10,9,2,4,12,4,5,5,4,5,5,4,4,2,3,4,1,4,4,5,3
547,21,f,2,2,CN,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,2,other,1,osu,16,0,7,three-six,1.7320508075688772,askedfirst,1,forbidden,0,0,7,1,3.125,0,low,low,low,low,1,flag-prime,control,contact,2,2,3e3,25e4,5e3,NA,2.75,5.166666666666667,2.6666666666666665,5.25,0,7,6,5,4,1,8,10,9,11,3,2,12,2,2,3,2,3,3,5,2,5,3,2,2,3,1,6,3
547,23,f,NA,2,CN,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,3,other,2,osu,16,1,3,two-six,3.1622776601683795,askedsecond,1,allowed,1,1,3,1,3.5,1,high,low,low,high,1,flag-prime,money-prime,contact,1,6.5,4500,36e4,3800,38560,6.5,5.5,4.666666666666667,4.416666666666667,0,1,5,6,11,3,7,8,2,4,10,9,12,7,7,6,5,7,7,6,7,3,3,3,3,3,3,6,4
547,22,f,NA,2,CN,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,2,other,2,osu,16,0,8,three-six,3.1622776601683795,askedfirst,1,allowed,1,1,7,1,3.875,1,low,low,high,low,0,flag-prime,control,contact,2,2.25,NA,25e4,45300,150,5,6.5,2.6666666666666665,5.916666666666667,0,9,7,1,2,5,6,8,10,11,3,4,12,4,6,5,6,6,5,3,5,5,4,3,4,3,3,6,3
547,23,f,2,6,US,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,NA,english,2,osu,16,0,9,three-six,1.7320508075688772,askedsecond,1,allowed,0,0,5,1,2.625,1,low,high,low,high,1,control,control,control,2,4.5,4250,295e4,3e4,35e3,4.375,7,3,6,0,1,5,8,3,10,6,11,4,7,2,9,12,5,2,4,7,7,3,3,4,4,1,1,1,4,1,7,2
547,20,m,3,6,US,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,2,english,13,osu,16,1,9,three-six,7.0710678118654755,askedsecond,1,allowed,1,0,7,1,2.875,1,low,low,low,high,1,control,money-prime,contact,2,4.25,3e3,1e6,17e3,25e3,4.75,5,3.3333333333333335,4.833333333333333,0,9,7,11,3,10,5,2,1,8,6,4,12,2,5,5,7,6,5,3,5,3,1,5,1,3,4,5,1
547,21,m,3,4,US,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,3,english,2,osu,16,1,9,three-six,3.4641016151377544,askedsecond,1,forbidden,0,0,8,0,2.625,1,low,high,low,low,1,NA,money-prime,contact,1,4.75,NA,165e4,10750,14440,3,4.166666666666667,7,2.5833333333333335,0,8,7,11,3,9,2,4,1,5,10,6,12,3,1,2,5,4,3,2,4,1,3,3,1,4,2,4,3
547,21,m,3,6,US,0,0,8,female,runalone,coursecredit,unisubjpool,barriers,2,english,2,osu,16,1,6,two-six,5,askedsecond,0,forbidden,1,1,9,0,6,0,high,high,high,low,1,NA,control,control,1,1.25,5450,35e5,3e4,1e4,4.875,3.5,5.5,3,0,10,1,2,9,5,6,7,11,4,8,3,12,3,4,5,7,5,6,4,5,2,6,7,7,7,7,7,5
